0.250074	0.518168
0.264895	0.457802
0.187396	0.103533
0.181064	0.0774249
0.226579	0.458269
0.253068	0.483119
0.249186	0.454259
0.150164	0.0423995
0.155043	0.125939
0.207598	0.528721
0.254567	0.545457
0.199915	0.299291
0.690508	0.00812522
0.809889	0.0302502
0.79377	0.0403827
0.801629	0.0309796
0.806638	0.0274144
0.742528	0.0241892
0.379164	0.286676
0.341837	0.418427
0.308472	0.346101
0.265261	0.380779
0.29557	0.412989
0.300253	0.411241
0.298813	0.38603
0.310517	0.406075
0.303725	0.393759
0.159161	0.179553
0.130451	-0.0301465
0.141159	-0.0290352
0.149411	-0.0342854
0.116386	-0.0135919
0.154814	-0.0358403
0.156754	-0.0321832
0.154696	-0.0131277
0.185604	0.306004
0.249271	0.472549
0.267188	0.428901
0.125567	-0.0308657
0.134652	0.0408248
0.204923	0.438611
0.243357	0.476434
0.186417	0.38333
0.140641	-0.127199
0.151751	0.238133
0.259129	0.467245
0.268273	0.39128
0.234003	0.211374
0.74754	0.036649
0.815203	0.0634234
0.819082	0.0596664
0.818178	0.0537835
0.817101	0.0513973
0.790975	0.0502219
0.523253	0.038236
0.209408	0.0196038
0.206217	0.0200652
0.210121	0.0186964
0.211039	0.0172
0.210528	0.0151187
0.214053	0.023016
0.244829	0.392987
0.287495	0.48198
0.273443	0.444842
0.185347	0.0209225
0.203336	0.235834
0.257805	0.488978
0.272955	0.491279
0.223733	0.332143
0.180995	-0.0400137
0.238892	0.454597
0.292757	0.500117
0.327615	0.445023
-0.212017	-0.0457501
-0.170824	-0.00915852
-0.14477	0.0217771
-0.158379	0.00976399
-0.165314	0.00626308
-0.167732	0.0219509
-0.238837	-0.022381
-0.1126874	-0.000715137
0.173536	0.0615689
0.209896	0.0524042
0.207768	0.0380277
0.202374	0.0343948
0.199512	0.0308779
0.213077	0.300025
0.263799	0.459283
0.268378	0.477448
0.201258	0.194071
0.197245	-0.0487752
0.207339	0.450045
0.258837	0.482886
0.264536	0.464493
0.16351	0.0930806
0.16881	0.0298084
0.219364	0.454376
0.271484	0.454487
0.222976	0.449502
0.49371	0.0233593
0.779542	-0.0321488
0.7937	-0.00331854
0.798423	0.0115558
0.802042	0.0185612
0.794638	0.0179956
0.745335	0.0225882
0.377764	0.0479463
0.156912	0.0454853
0.183026	0.0361352
0.192813	0.022993
0.192434	0.0152095
0.191882	0.0141405
0.192959	0.152924
0.257892	0.465282
0.27278	0.487946
0.232969	0.388213
0.162198	-0.0869291
0.208878	0.377618
0.27862	0.494201
0.273899	0.460901
0.178414	0.0651902
0.166215	0.00551724
0.193391	0.500801
0.278959	0.462229
0.258444	0.406535
0.337217	0.0982265
0.761553	-0.0158383
0.788495	-0.00898321
0.792623	-0.0161413
0.801606	-0.0196914
0.803837	-0.0200477
0.793818	-0.0213875
0.56865	-0.000325295
0.331242	0.349636
0.363963	0.389869
0.2119	0.324272
0.234622	0.422945
0.263562	0.465612
0.283296	0.443967
0.301485	0.434072
0.262886	0.305549
0.126582	0.0193111
0.150577	-0.0531636
