0.216918	-0.000729468
0.219129	-0.00929342
0.220208	-0.0154601
0.221877	-0.020253
0.222047	-0.0225858
0.223227	-0.0247122
0.212548	0.156094
0.231081	0.46249
0.263846	0.479238
0.257052	0.448736
0.203374	0.0641953
0.17465	-0.0321191
0.219643	0.47762
0.272038	0.480742
0.244249	0.460894
0.194679	-0.161023
0.176489	0.0593444
0.229645	0.495395
0.267147	0.503739
0.130704	0.52462
0.398921	0.0369481
0.826897	0.0450687
0.819105	0.0505559
0.831408	0.0553818
0.826469	0.0597715
0.826434	0.0501172
0.756619	0.0473354
0.324259	0.0270697
0.144956	-0.0141042
0.172491	-0.0152061
0.182943	-0.0143803
0.194813	-0.0115302
0.221266	0.190335
0.249125	0.475517
0.271087	0.462175
0.25353	0.430967
0.205078	-0.108188
0.197096	0.191588
0.251787	0.502509
0.262498	0.493545
0.232775	0.366765
0.184423	-0.169356
0.186817	0.292783
0.231887	0.489797
0.229603	0.471708
0.174591	0.194047
0.720251	-0.0349177
0.832362	-0.00486556
0.820543	0.00328715
0.83074	0.0204844
0.829647	0.0127546
0.825369	0.00461029
0.67288	0.266562
0.395755	0.359846
0.322749	0.315592
0.234088	0.478249
0.331993	0.500951
0.29442	0.470805
0.303266	0.480145
0.298972	0.475944
0.171428	0.0932713
0.152776	-0.0746751
0.168391	-0.0473458
0.175076	-0.0449258
0.18247	-0.0424151
0.187297	-0.0411993
0.201358	0.117169
0.252643	0.460697
0.268153	0.468479
0.269586	0.441196
0.195	-0.0729859
0.174472	0.176505
0.267369	0.492096
0.291072	0.483584
0.223927	0.322436
0.192073	-0.166699
0.200388	0.359254
0.292807	0.530566
0.345354	0.501018
0.30774	0.299774
-0.186024	-0.0488818
-0.19528	-0.00845926
-0.1193518	0.0111226
-0.1286213	0.0393063
-0.0538735	0.0297083
-0.211364	0.0264792
-0.0706006	-0.0148007
0.215781	0.010951
0.255026	-0.0141942
0.247853	-0.0184082
0.236706	-0.0211228
0.229999	-0.0193252
0.230873	0.107916
0.254644	0.431831
0.268473	0.476024
0.242503	0.515934
0.21851	0.278079
0.194551	-0.0842956
0.19513	0.383809
0.255004	0.487145
0.247709	0.474798
0.172428	0.0692189
0.167599	-0.04433
0.198273	0.455632
0.235608	0.465933
0.164453	0.368581
0.380033	0.0413531
0.814131	0.0352173
0.812496	0.0447118
0.812861	0.040901
0.813717	0.0485634
0.822343	0.0486078
0.836991	0.037343
0.676161	0.0520983
0.271673	0.0355448
0.191529	0.0283053
0.202957	0.0187071
0.206197	0.011891
0.207124	0.0099666
0.210707	0.0372277
0.248111	0.390029
0.276415	0.459482
0.277404	0.45301
0.197313	0.188591
0.188283	0.0416002
0.241039	0.462015
0.280484	0.463772
0.263377	0.44595
0.215945	-0.0357763
0.197596	0.172001
0.285005	0.52572
0.333095	0.507252
0.365783	0.427754
-0.161561	0.00343667
-0.241759	-0.0251802
-0.160048	0.00718549
-0.1237648	0.0985831
-0.207243	0.00991245
-0.259782	-0.019837
0.0027085	0.0236456
0.234425	0.0166005
0.243431	0.0150819
0.233816	0.00176987
0.227168	-0.00857793
0.222612	-0.00807426
0.2409	0.210627
